id,title,description,tags,creator_id,created_at,popularity_score,likes_count,views_count,shares_count
822,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",248,2025-04-30,3.0,91,221,11
823,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",247,2025-05-05,3.1,2,34,23
824,Pet Meetup,Meet and share fun activities for your pets (Limited Slots),"pets,community",229,2025-04-07,1.5,8,74,34
825,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",245,2025-07-09,9.5,9,198,27
826,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",228,2025-02-28,1.4,100,253,12
827,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",212,2025-03-06,8.2,67,233,17
828,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",208,2025-07-08,1.9,21,360,36
829,Cooking Workshop,Hands-on cooking workshops for healthy meals (Limited Slots),"food,education",211,2025-05-29,1.7,36,170,43
830,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",201,2025-02-17,1.2,73,195,28
831,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",238,2025-01-09,9.3,13,191,10
832,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",206,2025-01-27,5.9,32,186,16
833,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",206,2025-02-27,3.2,58,371,6
834,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",232,2025-05-28,5.6,64,187,13
835,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",202,2025-01-17,7.2,46,344,25
836,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Weekly Session),"gardening,workshop",229,2025-06-03,6.4,84,391,10
837,Pet Meetup,Meet and share fun activities for your pets (Join Now),"pets,community",250,2025-04-03,4.7,41,294,50
838,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",243,2025-08-17,8.0,64,18,47
839,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",214,2025-05-07,9.0,83,324,5
840,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",232,2025-08-09,1.6,42,263,35
841,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",224,2025-01-16,4.5,47,452,15
842,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",206,2025-03-14,9.9,88,91,6
843,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",221,2025-02-06,0.2,24,130,5
844,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",245,2025-04-20,4.2,46,155,40
845,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",217,2025-06-24,8.7,51,466,14
846,Pet Meetup,Meet and share fun activities for your pets (Join Now),"pets,community",203,2025-06-12,6.5,15,368,23
847,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",201,2025-03-16,0.9,51,446,31
848,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",201,2025-01-27,6.7,95,44,0
849,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",234,2025-04-02,2.2,8,203,14
850,Pet Meetup,Meet and share fun activities for your pets (Join Now),"pets,community",208,2025-06-23,0.5,82,395,41
851,Cooking Workshop,Hands-on cooking workshops for healthy meals (Limited Slots),"food,education",219,2025-01-14,4.0,50,373,6
852,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",235,2025-04-19,0.3,12,75,30
853,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",226,2025-06-18,0.8,58,47,43
854,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",219,2025-04-17,1.9,13,401,8
855,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",246,2025-01-11,6.3,10,367,39
856,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",209,2025-01-18,3.8,61,406,30
857,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",227,2025-05-11,4.9,61,92,48
858,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",212,2025-08-05,5.0,82,447,49
859,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",211,2025-05-12,9.1,31,204,34
860,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",218,2025-06-12,3.1,24,473,9
861,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",232,2025-05-22,4.0,16,266,8
862,Pet Meetup,Meet and share fun activities for your pets (Join Now),"pets,community",207,2025-02-14,2.0,55,292,36
863,Cooking Workshop,Hands-on cooking workshops for healthy meals (Limited Slots),"food,education",204,2025-01-26,5.1,56,309,32
864,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",202,2025-02-05,2.8,87,394,32
865,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",218,2025-07-30,0.3,55,284,45
866,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",246,2025-02-23,5.8,9,469,41
867,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",227,2025-05-04,3.3,70,132,9
868,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",220,2025-08-07,1.6,0,141,33
869,Cycling Group,Weekend cycling tours around the city (Limited Slots),"sports,outdoors",225,2025-01-14,0.7,98,372,44
870,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",245,2025-01-22,5.9,37,383,13
871,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",213,2025-05-16,5.4,46,31,26
872,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",245,2025-03-31,10.0,2,78,3
873,Pet Meetup,Meet and share fun activities for your pets (Weekly Session),"pets,community",231,2025-05-18,2.0,41,157,11
874,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",232,2025-08-09,5.8,100,273,40
875,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",249,2025-05-03,7.2,51,222,35
876,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",213,2025-03-31,5.6,22,153,48
877,Book Club,Monthly book discussions on contemporary literature (Join Now),"books,community",238,2025-06-09,9.5,43,205,13
878,Block Movie Night,Outdoor movie screening every Friday evening (Beginner Friendly),"movies,entertainment",239,2025-01-03,1.4,40,6,14
879,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",206,2025-05-11,8.4,67,369,9
880,Pet Meetup,Meet and share fun activities for your pets (Join Now),"pets,community",223,2025-07-14,1.0,92,92,36
881,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",226,2025-02-12,9.6,31,462,47
882,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",236,2025-07-08,3.4,50,42,40
883,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",206,2025-08-01,9.3,67,93,0
884,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",249,2025-06-18,9.8,56,359,4
885,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",221,2025-02-22,1.7,44,176,4
886,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",242,2025-04-27,4.3,67,232,0
887,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",227,2025-06-22,2.4,76,298,17
888,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Weekly Session),"gardening,workshop",237,2025-04-12,5.2,97,315,2
889,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",221,2025-01-31,1.6,4,273,22
890,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",244,2025-01-02,9.6,22,40,43
891,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",244,2025-01-21,6.4,20,306,48
892,Pet Meetup,Meet and share fun activities for your pets (Limited Slots),"pets,community",203,2025-06-03,1.2,95,150,21
893,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",242,2025-06-05,8.1,42,195,36
894,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",224,2025-07-12,1.2,86,492,23
895,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",227,2025-02-21,1.9,84,117,35
896,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",242,2025-02-26,5.2,96,271,14
897,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",241,2025-06-01,9.7,55,63,14
898,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",235,2025-01-18,5.7,36,87,9
899,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",221,2025-04-02,6.6,78,102,1
900,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",211,2025-05-05,1.4,82,193,34
901,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",221,2025-06-09,8.3,93,237,44
902,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",240,2025-02-19,9.7,79,143,25
903,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",216,2025-05-08,7.3,57,153,48
904,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",226,2025-07-27,8.4,63,249,25
905,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",217,2025-03-04,3.1,3,211,39
906,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",203,2025-06-01,8.4,25,210,39
907,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",238,2025-08-06,1.0,11,325,6
908,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",201,2025-06-05,6.3,91,243,1
909,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",243,2025-02-25,2.1,2,82,26
910,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",214,2025-03-25,3.2,79,336,44
911,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",241,2025-05-19,9.4,95,101,25
912,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",215,2025-07-14,8.3,74,282,34
913,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",238,2025-08-13,3.9,95,185,32
914,Pet Meetup,Meet and share fun activities for your pets (Limited Slots),"pets,community",242,2025-05-21,4.1,20,232,22
915,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",244,2025-07-23,1.7,94,421,21
916,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",250,2025-03-09,2.1,86,172,47
917,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",228,2025-01-06,4.5,3,388,30
918,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",216,2025-02-26,4.7,52,462,18
919,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",211,2025-08-13,6.2,3,310,21
920,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",237,2025-08-07,1.9,27,386,16
921,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",220,2025-04-19,6.1,76,159,24
922,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",223,2025-06-13,0.6,76,310,34
923,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",233,2025-02-13,4.1,73,217,20
924,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",204,2025-07-15,8.8,9,232,3
925,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",222,2025-04-30,1.1,28,438,47
926,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",238,2025-06-13,2.1,0,82,2
927,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",247,2025-06-07,7.0,73,214,29
928,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",217,2025-04-08,1.2,52,381,33
929,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",222,2025-03-24,9.8,6,318,42
930,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",229,2025-03-18,3.9,84,134,27
931,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",227,2025-05-04,4.0,25,52,22
932,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",212,2025-03-24,1.4,17,80,19
933,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",208,2025-01-26,6.7,74,363,2
934,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",213,2025-01-15,4.4,98,348,23
935,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",206,2025-02-21,0.2,32,74,46
936,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",204,2025-07-25,3.4,52,328,20
937,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",224,2025-03-03,1.8,94,210,14
938,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",228,2025-06-25,2.0,80,182,48
939,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",245,2025-04-08,7.5,44,165,25
940,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",250,2025-05-04,1.2,44,284,17
941,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",220,2025-05-07,2.4,55,467,9
942,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",220,2025-03-18,4.2,30,457,36
943,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",221,2025-01-14,5.3,73,307,16
944,Pet Meetup,Meet and share fun activities for your pets (Limited Slots),"pets,community",250,2025-06-24,6.0,7,264,42
945,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",232,2025-05-15,1.6,57,141,21
946,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",213,2025-04-30,9.2,46,113,25
947,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",219,2025-06-09,0.8,75,336,46
948,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",209,2025-08-02,4.5,3,370,45
949,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",229,2025-08-15,5.0,19,115,33
950,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Weekly Session),"gardening,workshop",208,2025-06-25,6.2,44,224,1
951,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",223,2025-07-30,7.6,17,58,47
952,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",246,2025-02-07,5.5,44,348,32
953,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",247,2025-04-01,8.8,80,311,6
954,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",238,2025-04-08,7.6,96,409,38
955,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Weekly Session),"gardening,workshop",243,2025-01-09,3.4,73,12,46
956,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",235,2025-07-28,3.9,48,322,38
957,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",209,2025-08-10,5.7,41,279,31
958,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",222,2025-07-17,7.0,74,181,47
959,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",242,2025-03-02,6.4,73,28,45
960,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",210,2025-02-17,6.3,47,190,45
961,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",235,2025-05-19,7.1,40,143,37
962,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",222,2025-06-21,5.7,13,306,32
963,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",214,2025-06-30,4.7,36,108,29
964,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",209,2025-06-07,9.8,13,45,45
965,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",248,2025-05-15,4.0,45,422,13
966,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",243,2025-07-30,9.8,21,471,30
967,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",203,2025-01-28,1.9,37,276,19
968,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",224,2025-07-22,4.7,7,299,50
969,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",218,2025-03-09,9.4,41,433,45
970,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",228,2025-01-15,5.2,8,470,34
971,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",204,2025-06-07,7.5,45,185,7
972,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",224,2025-04-27,2.6,16,243,28
973,Book Club,Monthly book discussions on contemporary literature (Join Now),"books,community",250,2025-06-01,6.5,0,416,2
974,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",221,2025-08-17,9.9,61,92,10
975,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",242,2025-02-18,5.7,87,453,45
976,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",217,2025-01-08,8.0,47,104,2
977,Pet Meetup,Meet and share fun activities for your pets (Limited Slots),"pets,community",238,2025-07-03,8.1,42,56,16
978,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",221,2025-01-05,1.4,48,241,28
979,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",224,2025-05-10,4.9,93,471,17
980,Cycling Group,Weekend cycling tours around the city (Limited Slots),"sports,outdoors",203,2025-03-16,6.6,47,130,7
981,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",201,2025-06-19,5.3,10,214,21
982,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",237,2025-02-25,8.2,39,243,36
983,Pet Meetup,Meet and share fun activities for your pets (Weekly Session),"pets,community",243,2025-02-02,1.9,75,328,17
984,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",235,2025-06-14,4.4,88,66,43
985,Pottery Class,Weekly pottery classes for beginners (Beginner Friendly),"art,crafts",209,2025-02-18,4.9,60,438,27
986,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Weekly Session),"gardening,workshop",207,2025-02-16,5.3,62,226,42
987,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",230,2025-07-23,3.3,32,392,32
988,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",207,2025-06-10,6.1,44,121,43
989,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",237,2025-04-18,0.4,17,380,26
990,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",217,2025-08-15,4.1,30,142,21
991,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",227,2025-01-19,0.1,59,24,10
992,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",241,2025-03-26,0.3,31,474,34
993,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",233,2025-05-04,2.0,55,463,46
994,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",248,2025-05-12,1.3,24,195,10
995,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",238,2025-04-27,8.8,100,480,0
996,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",221,2025-01-19,5.1,82,37,36
997,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",249,2025-03-10,3.3,82,392,10
998,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",228,2025-01-15,9.7,83,367,36
999,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",207,2025-05-22,5.4,44,377,7
1000,Pottery Class,Weekly pottery classes for beginners (Limited Slots),"art,crafts",213,2025-05-26,0.9,16,150,3
1001,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",207,2025-06-05,4.0,34,401,16
1002,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",225,2025-04-26,6.3,45,149,3
1003,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",220,2025-07-31,1.4,57,147,43
1004,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",228,2025-06-07,8.2,10,13,49
1005,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",230,2025-05-31,5.7,8,225,6
1006,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",210,2025-06-30,8.3,64,174,20
1007,Book Club,Monthly book discussions on contemporary literature (Limited Slots),"books,community",218,2025-02-24,5.7,48,222,43
1008,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",249,2025-03-12,9.2,38,278,36
1009,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",246,2025-04-16,9.8,64,209,31
1010,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",237,2025-04-30,1.2,63,364,23
1011,Block Movie Night,Outdoor movie screening every Friday evening (Beginner Friendly),"movies,entertainment",224,2025-01-19,5.4,78,303,25
1012,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",246,2025-01-19,1.4,77,21,34
1013,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",208,2025-02-21,4.9,60,343,20
1014,Tech Talk,Presentations on emerging technologies (Join Now),"technology,education",229,2025-05-06,2.2,54,290,21
1015,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",215,2025-02-01,4.7,74,462,38
1016,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",225,2025-04-08,9.7,30,354,6
1017,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",232,2025-02-18,9.8,35,383,3
1018,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",222,2025-03-31,8.7,51,99,23
1019,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",221,2025-01-26,0.4,82,187,18
1020,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",235,2025-02-07,3.5,74,108,29
1021,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",210,2025-02-19,2.0,31,11,36
1022,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",210,2025-03-23,3.6,43,339,31
1023,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",249,2025-05-12,8.6,80,266,20
1024,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",206,2025-04-29,7.2,26,62,48
1025,Book Club,Monthly book discussions on contemporary literature (Join Now),"books,community",236,2025-03-30,5.0,87,481,3
1026,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",226,2025-02-21,7.7,23,393,32
1027,Cycling Group,Weekend cycling tours around the city (Limited Slots),"sports,outdoors",231,2025-08-04,1.0,34,25,49
1028,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",226,2025-02-20,0.4,68,155,25
1029,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",235,2025-04-24,2.3,85,421,29
1030,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",232,2025-07-19,7.2,9,21,32
1031,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",248,2025-01-16,8.0,23,136,50
1032,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",234,2025-02-04,7.3,75,422,21
1033,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",207,2025-05-19,1.7,5,262,20
1034,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",205,2025-04-18,3.9,10,78,34
1035,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",220,2025-04-21,1.4,90,150,26
1036,Cooking Workshop,Hands-on cooking workshops for healthy meals (Weekly Session),"food,education",250,2025-05-09,3.7,27,135,49
1037,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",237,2025-04-23,9.5,6,1,22
1038,Food Festival,Block B food festival featuring local cuisine (Join Now),"food,event",230,2025-01-09,3.5,29,423,43
1039,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",218,2025-02-21,4.5,67,98,4
1040,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",226,2025-02-12,1.3,57,227,25
1041,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",213,2025-07-30,7.1,5,93,3
1042,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",205,2025-03-06,7.4,30,177,8
1043,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",235,2025-03-09,4.1,16,40,39
1044,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",219,2025-07-18,2.2,57,305,21
1045,Book Club,Monthly book discussions on contemporary literature (Weekly Session),"books,community",225,2025-01-28,9.2,91,18,27
1046,Block Movie Night,Outdoor movie screening every Friday evening (Join Now),"movies,entertainment",250,2025-02-06,8.4,99,458,16
1047,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",209,2025-01-30,5.2,21,63,47
1048,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",230,2025-04-07,1.1,86,181,15
1049,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",212,2025-01-13,6.0,89,415,34
1050,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Weekly Session),"gardening,workshop",221,2025-07-16,1.0,71,384,22
1051,Food Festival,Block B food festival featuring local cuisine (Limited Slots),"food,event",237,2025-07-27,2.4,24,315,4
1052,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",220,2025-05-18,2.7,41,294,15
1053,Book Club,Monthly book discussions on contemporary literature (Join Now),"books,community",247,2025-03-29,2.1,28,345,29
1054,Pet Meetup,Meet and share fun activities for your pets (Beginner Friendly),"pets,community",217,2025-02-20,1.0,4,413,20
1055,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",207,2025-05-17,6.8,98,248,18
1056,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",236,2025-03-15,0.0,84,16,42
1057,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",238,2025-06-30,3.8,44,101,31
1058,Cooking Workshop,Hands-on cooking workshops for healthy meals (Beginner Friendly),"food,education",204,2025-02-03,3.4,35,246,41
1059,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",248,2025-06-22,2.0,36,391,30
1060,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",217,2025-05-17,3.0,38,464,38
1061,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",245,2025-02-15,2.4,94,394,7
